id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
HLLXDNOR,True,1434990000000.0,1434990000000.0,80,resign,black,5+8,isuckatchess91,1275,valefort,1253,c4 c5 h4 d6 g3 e5 Nf3 Be6 Qa4+ Qd7 Qc2 Nc6 g4 Bxg4 Qa4 Nf6 d3 Nb4 Qd1 Bxf3 exf3 Nh5 Na3 Nf4 Bxf4 exf4 Qe2+ Be7 Bh3 Qc6 Kf1 Qc7 Rd1 O-O Nb5 Qd8 a3 a6 Nc3 Bxh4 Ne4 Re8 Qe1 d5 axb4 dxe4 fxe4 cxb4 Qxb4 Bf6 d4 Bxd4 Kg2 Rxe4 Rxd4 Rxd4 Be6 fxe6 f3 Qg5+ Kf2 Qg3+ Ke2 Qg2+ Ke1 Qxh1+ Ke2 Qg2+ Ke1 Qg3+ Kf1 Qxf3+ Ke1 Qe3+ Kf1 Rd1+ Kg2 Rd2+ Kf1 Qd3+,A30,English Opening: Symmetrical Variation,2
ZWhR7KAf,False,1503984393221.0,1503984598075.0,34,resign,white,5+5,allwind,2105,masquerade,1816,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e5 Nb3 Be6 Qd2 Be7 f3 d5 exd5 Nxd5 Nxd5 Qxd5 O-O-O Qxd2+ Rxd2 Nd7 Be2 O-O Rhd1 Rfd8 c3 f6 Na5 Rab8,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
ETJEWRgn,True,1453420000000.0,1453430000000.0,39,mate,white,25+5,arunava10,1500,cabrito,1327,f4 e6 Nc3 Qh4+ g3 Qg4 Nf3 Nf6 Ne5 Qf5 e3 a6 g4 Nxg4 Nxg4 Nc6 d4 Nb4 e4 Nxc2+ Kd2 Qxf4+ Kxc2 Qd6 Be2 b5 Kb1 Qc6 Qf1 b4 Ne5 Qd6 Qxf7+ Kd8 Bg5+ Be7 Qxg7 Rf8 Qxf8#,A02,Bird Opening,1
PgjWouBw,True,1489910000000.0,1489920000000.0,57,resign,black,15+10,goldenfox99,1433,accrochetaceinture,1653,c4 c5 g3 e6 Bg2 Ne7 Nc3 Nbc6 Nf3 g6 O-O Bg7 d3 Nd4 e3 Nxf3+ Bxf3 Bxc3 bxc3 d5 cxd5 Nxd5 Bb2 O-O Qb3 Rb8 c4 Nf6 Qc3 Kg7 Rab1 b6 Ba3 Re8 Bxc5 Bb7 Bxb7 Rxb7 Bd4 Qe7 f4 Rd7 Rb3 h6 h4 Rd6 g4 Rxd4 Qxd4 Rd8 Qe5 Kh7 g5 Nd7 Qe4 Nc5 Qd4,A30,English Opening: Symmetrical Variation,2
4nSJJfTO,True,1409076378616.0,1409077215414.0,69,mate,white,30+0,tong1995,1216,jrandmaster,1182,d4 d6 Nc3 g6 Nf3 Bf5 e4 Bg4 h3 Bxf3 Qxf3 e5 d5 Bg7 Bb5+ c6 Be2 Nf6 Bg5 O-O O-O-O Qb6 Bxf6 Nd7 Bxg7 Kxg7 b3 Qc7 Qg3 b5 h4 h5 Bxh5 Kh7 Bf3 Qb7 h5 Rab8 hxg6+ Kg7 gxf7+ Kf6 Rh6+ Ke7 Qg5+ Nf6 Qxf6+ Kd7 Bg4+ Kc7 Qxd6+ Kb6 a4 bxa4 Nxa4+ Ka6 Qxc6+ Ka5 Qc5+ Qb5 Qxb5+ Rxb5 Be6 Rc8 Bxc8 Rc5 f8=Q Kb4 Qxc5#,A41,Queen's Pawn,2
qrC9I4xm,True,1464170000000.0,1464170000000.0,47,mate,white,5+8,back_space,1824,o-king-o,1817,e4 g6 Nf3 Bg7 c3 b6 Bc4 Bb7 d3 e6 Be3 Nf6 Bd4 O-O Ng5 h6 Nf3 d5 exd5 exd5 Bb3 Re8+ Kd2 c5 Be3 Ng4 h3 Nf6 d4 cxd4 Bxd4 Ne4+ Kc2 Bxd4 Qxd4 Nxf2 Qxf2 Ba6 Nbd2 d4 Nxd4 Nd7 Qxf7+ Kh8 Qxg6 Ne5 Qxh6#,B06,Modern Defense,2
9SDTUNGB,True,1410449521024.0,1410451321312.0,64,resign,black,15+5,trial-__gre,1571,sixtyfour,1597,e4 e6 d4 d5 e5 c5 c3 a6 Nf3 Nc6 Bf4 Qb6 Qb3 Qa7 Be3 Na5 Qa4+ Nc6 Na3 Bd7 Qd1 b5 b3 b4 cxb4 cxb4 Nc2 a5 a4 Rc8 Bb5 Nge7 O-O Nf5 Bf4 Nce7 Qd3 Ng6 Bg3 Nxg3 hxg3 Be7 Rac1 O-O Ne3 h6 Rc2 Bxb5 Qxb5 f6 Rfc1 Rxc2 Rxc2 fxe5 dxe5 Rb8 Qc6 Nf8 Ng4 Qd7 Qa6 Qd8 Qxe6+ Nxe6,C02,French Defense: Advance Variation #2,7
5ELeKRJd,False,1503842667290.0,1503844826297.0,92,resign,black,15+10,physicist1993,1820,picchiolu,1820,d4 Nf6 c4 e6 Nc3 d5 e3 Be7 Nf3 c5 cxd5 exd5 dxc5 Bxc5 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nc6 a3 O-O-O b4 Bd6 b5 Ne5 a4 Nxf3+ Qxf3 Kb8 Ba3 Be5 Rac1 Rhe8 Rc2 Rc8 Rfc1 Rc4 Ne2 Rec8 Rxc4 Rxc4 Rxc4 dxc4 g3 c3 Kg2 c2 Nc1 Ka8 Qe2 Qd5+ f3 Qd1 a5 Qxe2+ Nxe2 Nd5 Kf2 Nc7 b6 Nb5 Bc1 a6 f4 Bd6 Ke1 Bb4+ Bd2 Nc3 Bxc3 Bxc3+ Kf2 Bxa5 e4 Bd2 Kf3 c1=Q Nxc1 Bxc1 h3 a5 g4 a4 f5 a3 e5 a2 e6 fxe6 fxe6 a1=Q,D35,Queen's Gambit Declined: Normal Defense,6
Km6qTwGR,True,1503864309765.0,1503865141606.0,52,resign,black,7+2,todorowk,1532,gargoris,1517,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 Be7 e3 O-O Bd3 g6 f3 Nc6 a3 a6 Nge2 b5 b4 Bb7 Bc2 a5 bxa5 Nxa5 O-O c6 Ng3 Nc4 a4 bxa4 Bxa4 Nd7 Bxe7 Qxe7 Re1 Ndb6 Qb3 Nxa4 Rxa4 Rxa4 Nxa4 Qa3 Qxa3 Nxa3 Nc5 Bc8 Ra1 Nc2 Ra6 Bxa6,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,9
RCmzmr5p,True,1504372062772.0,1504373057524.0,92,mate,black,10+0,nknyazev,1139,kolpakovpasa,1404,d4 d5 Nf3 Nf6 Nc3 c5 dxc5 e6 Bf4 Bxc5 Bxb8 Rxb8 e3 O-O Bb5 Bb4 Qd2 a6 a3 Bxc3 Qxc3 axb5 Qb3 Qa5+ c3 Rd8 Nd4 Bd7 a4 bxa4 Qa3 e5 Nf5 Bxf5 b4 Qb5 Qxa4 Qxa4 Rxa4 Ra8 Rxa8 Rxa8 O-O Bd3 Rd1 e4 b5 Ra2 b6 Rb2 f3 Rxb6 h3 Nh5 g4 Ng3 Kg2 Ne2 h4 Rb2 h5 Nxc3+ Rd2 Rxd2+ Kg3 Ne2+ Kf2 exf3 Kxf3 Be4+ Kf2 b5 Ke1 Ra2 Kd1 b4 g5 Bc2+ Kxe2 b3 Kf3 b2 Ke2 b1=Q Kf3 Be4+ Kg4 Rf2 g6 Qg1+ Kh3 Rh2#,D02,Queen's Pawn Game: Symmetrical Variation,4
WL7ylt7g,False,1415914549128.0,1415918640175.0,45,mate,white,16+0,micaiahwa,1028,beastly,869,d4 e6 e4 d6 Nf3 Kd7 Ng5 Qxg5 Bxg5 f6 Bc1 h5 h3 Nh6 e5 dxe5 dxe5+ Ke7 exf6+ Kxf6 Qd4+ e5 Qd8+ Be7 Qxh8 Bb4+ c3 Bc5 Bxh6 Kg6 Bxg7 Kf7 Qh6 Ke7 Qf6+ Ke8 Qf8+ Kd7 Qxc5 Ke6 Qxe5+ Kd7 Bb5+ Kd8 Qe8#,C00,Rat Defense: Small Center Defense,4
AQsffKvT,True,1500150000000.0,1500150000000.0,82,resign,black,10+0,aeilnrst,1951,prutis,2109,d4 Nf6 Nf3 e6 g3 b6 Bg2 Bb7 O-O Be7 c4 d6 Nc3 a6 e4 Nbd7 Re1 O-O e5 dxe5 dxe5 Ng4 h3 Ngxe5 Nxe5 Bxg2 Nxd7 Bf3 Qxf3 Qxd7 Bf4 c5 Kg2 Bf6 Rad1 Qc8 b3 Rd8 Ne4 Bd4 Be3 e5 Qh5 g6 Qg4 f5 Nf6+ Kf7 Qg5 h6 Qxh6 Bxe3 Rxd8 Qb7+ Nd5 Bxh6 Rd6 Bg7 f3 b5 Rd1 bxc4 Nb6 Kg8 Nxa8 cxb3 axb3 Qxb3 Nc7 e4 Rd8+ Kh7 fxe4 fxe4 R8d7 Qf3+ Kh2 Kh6 Nxa6 Bd4 Nb4 Qxd1,E17,Queen's Indian Defense: Classical Variation,11
77yTce6t,False,1494510000000.0,1494510000000.0,38,outoftime,black,5+5,xblazin_grape,1079,mrzoom47,1582,Nf3 d5 d4 c5 dxc5 e6 Bg5 Be7 Bxe7 Nxe7 Nbd2 Qa5 c3 Qxc5 e4 Nbc6 exd5 exd5 Qe2 Bg4 Qb5 Qxb5 Bxb5 a6 Bxc6+ bxc6 h3 Bh5 O-O Rb8 Rfe1 Rxb2 Rab1 Rxb1 Rxb1 Nf5 Re1+ Ne7,D02,Queen's Pawn Game: Krause Variation,4
HY6Nkd7w,True,1496351579430.0,1496351904373.0,65,resign,white,10+0,saintroge,1617,rustybarrel,1563,e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O Bd3 Nc6 O-O Bg4 Be3 Bxf3 Qxf3 e5 dxe5 dxe5 f5 Nd4 Bxd4 exd4 Ne2 Nh5 Ng3 Nxg3 Qxg3 c5 fxg6 fxg6 e5 Qc7 Bc4+ Kh8 Rxf8+ Rxf8 Re1 Re8 e6 Be5 Qxe5+ Qxe5 Rxe5 a6 e7 b5 Bf7 Rc8 e8=Q+ Rxe8 Rxe8+ Kg7 Bd5 c4 Bb7 d3 cxd3 cxd3 Rd8 a5 Ba6 d2 Bxb5,B09,Pirc Defense: Austrian Attack |  Weiss Variation,11
6z9mfLKs,False,1495560000000.0,1495560000000.0,63,mate,white,15+0,vzg100,1631,massaraksy,1546,e4 e5 d4 f6 dxe5 fxe5 Nf3 Nc6 Nc3 Nf6 Bg5 Be7 h3 h6 Bh4 d6 Bc4 Bd7 O-O g5 Bg3 Nh5 Bh2 g4 hxg4 Bxg4 Qd3 a6 a3 Rg8 Nd5 Bh3 Bg3 Nxg3 fxg3 Rxg3 Rf2 Nd4 Kh2 Bh4 gxh3 Qd7 Nf6+ Bxf6 Kxg3 Qg7+ Kh2 O-O-O Rg1 Qe7 Nxd4 exd4 Rgf1 Be5+ Kh1 Qd7 Rf7 Qc6 Bd5 Qe8 Qb3 Qg8 Qxb7#,C21,Center Game #2,3
FdDUEr14,True,1502080000000.0,1502080000000.0,60,resign,black,15+15,hill_j,1133,karfedericol,1234,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O g5 g3 g4 Ne1 h5 h4 gxh3 Nc3 Qf6 Nd5 Qd6 d3 Nf6 Bg5 Nxd5 Bxd5 Nd4 Nf3 f6 Nxd4 Bxd4 Be3 Bxb2 Rb1 Qa3 Bc1 Bxc1 Rxc1 c6 Bc4 b5 Bb3 Ba6 d4 d6 dxe5 dxe5 Qd2 Rd8 Bf7+ Kxf7 Qxd8 Rxd8 Rcd1 Rd4 f4 Qe3+ Kh1 Qxe4+ Kh2 Rxd1 Rxd1 Qe2+,C50,Giuoco Piano,6
f39YSZ6D,False,1498603193730.0,1498605288746.0,36,draw,draw,15+3,lukarpov,1802,marantz3,2524,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O Nf3 d5 e3 c5 Bd3 dxc4 Bxc4 cxd4 Nxd4 a6 O-O b5 Bd3 Bb7 Ne4 Nxe4 Bxe4 Bxe4 Qxe4 Qd5 Qxd5 exd5 Rd1 Nd7 Bd2 Bxd2 Rxd2 Nf6,E32,Nimzo-Indian Defense: Classical Variation,7
5lUU79jk,False,1485390000000.0,1485390000000.0,28,resign,black,15+10,king5891,1400,anos,1395,Nf3 d6 b3 Bg4 Bb2 c5 e3 Bh5 d3 Nc6 Nbd2 g6 Bxh8 f6 Bxf6 exf6 g3 Nb4 c4 f5 Qc1 Bg7 Rb1 Qe7 Bg2 Nf6 h3 Nxd3+,A04,Zukertort Opening: Pirc Invitation,2
t0Ge6UkK,True,1503674843558.0,1503674858156.0,6,resign,white,10+0,alfdl,1959,networkchess2,2008,e4 c6 Nc3 d5 Nf3 c5,B10,Caro-Kann Defense: Two Knights Attack,5
ocPFHuD0,True,1501024050642.0,1501024857357.0,66,resign,black,15+0,kferapont,2119,humus_land,1959,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Be7 c3 b5 Bc2 Nf6 O-O O-O d4 d6 h3 Bb7 d5 Na7 a4 Nd7 Be3 bxa4 Rxa4 Nb6 Ra1 Bc8 Bd3 Qd7 Qe2 a5 Rxa5 Qd8 Nbd2 f5 Nc4 f4 Bxb6 cxb6 Ra2 Bd7 Rfa1 Qc7 Nfxe5 dxe5 d6 Bxd6 Nxd6 f3 Bc4+ Kh8 Qd3 h6 g4 Bc6 Nb5 Nxb5 Bxb5 Rxa2 Rxa2 Bxb5 Qxb5 Qe7 Qxe5 Qxe5,C68,Ruy Lopez: Columbus Variation,7
ZarnanH1,True,1501390000000.0,1501390000000.0,122,mate,black,15+0,ressora,1807,baranornarli,1769,e4 c5 e5 Qc7 Nf3 Nc6 Qe2 d6 Nc3 dxe5 Nd5 Qd7 c4 e6 Nc3 Bd6 a3 Nge7 b3 Nd4 Nxd4 exd4 Ne4 O-O Bb2 Nf5 Qg4 Be5 f4 Nh6 Qh4 Nf5 Qh3 Qc6 Bd3 Bxf4 O-O Be5 Qg4 Nh6 Qg5 f6 Qh5 f5 Ng5 b6 Nf3 Bf6 Rf2 Ng4 Ng5 Bxg5 Qxg5 Nxf2 Kxf2 Bb7 Kg1 Rf6 Qg3 Rg6 Qh3 Rxg2+ Kf1 Rxd2 Be2 Qh1+ Kf2 Rxe2+ Kxe2 Qe4+ Kd2 Qf4+ Ke1 Bf3 Rc1 Qe3+ Kf1 Qe2+ Kg1 Qe3+ Kf1 Be2+ Ke1 Qxh3 Kxe2 Qxh2+ Kd3 Qxb2 Rd1 Rf8 b4 Qb3+ Ke2 Qc3 Rd2 f4 Kd1 f3 Rf2 Qe3 Rh2 f2 Kc2 Qe2+ Kb3 f1=Q Rxe2 Rf3+ Ka4 Qxe2 Kb5 Qc2 Kc6 Qb3 Kb7 Rf6 Ka6 Qa4+ Kb7 Rf7+ Kc8 Qe8#,B20,Sicilian Defense,2
eQuR0iUa,True,1502720000000.0,1502730000000.0,30,draw,draw,20+0,neilgally,1211,minecraftbook,1226,e4 e5 Nf3 Nc6 Bc4 Nf6 Qe2 Bc5 c3 O-O b4 Bb6 Na3 d5 Bb5 dxe4 Ng5 a6 Bc4 Re8 Nxf7 Qe7 Ng5+ Kh8 Nf7+ Kg8 Ng5+ Kh8 Nf7+ Kg8,C55,Italian Game: Two Knights Defense,6
kRfHx265,False,1468958377970.0,1468959077867.0,45,resign,white,15+10,reubpear,1500,feedbackplease,1741,Nf3 d5 e4 c5 Bb5+ Bd7 Nc3 dxe4 Ne5 a6 Bf1 Nf6 f3 exf3 gxf3 e6 Nc4 Qc7 a3 Nc6 Rb1 Nd4 Rg1 Bc6 b4 Nxf3+ Kf2 Nxg1 Kxg1 b5 Na5 Bd6 d4 Bxh2+ Kf2 Qg3+ Ke2 Bf3+ Kd2 Qf4+ Ke1 c4 Bxf4 Bxf4 Qxf3,A06,Zukertort Opening: Tennison Gambit,3
uo2SIR7z,True,1402159100776.0,1402159833345.0,63,resign,white,5+8,yra,1447,mohammad_baharan,1389,e4 e5 a3 d6 h3 Nf6 Nc3 Nc6 Nf3 Be7 Bc4 h6 d3 O-O O-O a6 Nd5 Nxd5 Bxd5 Nd4 Nxd4 exd4 Qe1 Bf6 c3 dxc3 bxc3 c6 Bb3 b5 d4 c5 Bb2 cxd4 cxd4 Bb7 e5 dxe5 dxe5 Rfe8 Rab1 Qb8 f4 Qd8 Qg3 Bh4 Qg4 Bc8 Qf3 Bf5 Rbd1 Qb6+ Kh1 a5 Qh5 Bd3 Rxd3 a4 Ba2 Be7 Qg4 Qg6 Qxg6,C20,King's Pawn Game: Mengarini's Opening,3
lagFMYPK,True,1503320933719.0,1503323856129.0,59,resign,white,30+10,eie24,2064,sl1,1897,e4 e5 Nf3 Nc6 Bc4 h6 d4 Na5 Nxe5 Nxc4 Nxc4 d6 O-O Nf6 Nc3 Be7 h3 O-O Be3 a6 a4 b6 e5 dxe5 Nxe5 Bb7 Re1 Bb4 Ng4 Nd5 Bd2 Nxc3 bxc3 Ba5 Nxh6+ Kh7 Nf5 g6 Ne3 Re8 f3 Rh8 Nc4 Kg8 Nxa5 bxa5 Qe2 Qd6 Qe5 Qxe5 Rxe5 Rh5 Rae1 f6 Re6 Rd8 Rxf6 Kg7 Ree6,C55,Italian Game: Anti-Fried Liver Defense,6
23WLlukF,False,1502600000000.0,1502600000000.0,108,resign,black,5+8,ducksandcats,1821,maxzep64,1842,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e5 Nf3 Be7 h3 b5 Nd5 Nxe4 Bb6 Qd7 Nc7+ Kf8 Nxa8 Qc6 Bd3 Qxa8 Bxe4 Qxe4+ Be3 d5 Qd3 Bb4+ Ke2 Qxd3+ cxd3 Bd6 d4 e4 Ne5 f6 Ng4 h5 Nh2 Bd7 f3 f5 Rac1 Kf7 a3 Bxh2 Rxh2 Rc8 Rxc8 Bxc8 g4 fxg4 fxg4 hxg4 hxg4 Bxg4+ Kd2 Nc6 b4 Ne7 Bf4 Nf5 Rh8 Nxd4 Ra8 Nf3+ Ke3 Bf5 Ra7+ Kg8 Rxa6 d4+ Kf2 d3 Rd6 g5 Be3 Ne5 Bxg5 Ng4+ Ke1 e3 Rd5 d2+ Ke2 Bc2 Bxe3 d1=Q+ Rxd1 Bxd1+ Kxd1 Nxe3+ Kc1 Nc4 a4 bxa4 Kc2 Kf7 Kc3 a3 Kb3 Ke6 b5 Kd5,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
cjKRwUtv,True,1467930000000.0,1467930000000.0,43,resign,white,5+7,meroxa,1805,destroyer4,1273,e4 e5 Nf3 d6 h3 Be6 Nc3 d5 exd5 Bxd5 Nxe5 Bb4 Be2 c6 O-O f6 Nf3 Bxf3 Bxf3 Bxc3 bxc3 Na6 Be2 Ne7 Re1 O-O Ba3 c5 Bxa6 bxa6 Bxc5 Qd7 Bxe7 Rad8 Bxd8 Re8 Rxe8+ Qxe8 Ba5 Qb5 Bb4 Qe2 Qxe2,C41,Philidor Defense #2,4
b5rYTNwc,False,1421417120503.0,1421418776789.0,47,resign,white,20+60,rileyjanquart,1342,wujxi,1299,d4 d5 Nf3 e6 e3 Nc6 Be2 Bd7 O-O Nf6 Nc3 Rg8 Ne5 Bd6 Nxd7 Qxd7 Bb5 a6 Bxc6 bxc6 Qd3 Rh8 e4 dxe4 Nxe4 Be7 c3 Nxe4 Qxe4 g6 Bh6 f5 Qe5 Rg8 Rae1 Bf8 Qxe6+ Qe7 Qxg8 Kd7 Rxe7+ Kxe7 Bxf8+ Rxf8 Re1+ Kf6 Qxf8+,D02,Queen's Pawn Game: Zukertort Variation,3
bxLQan7J,True,1504455394206.0,1504456374376.0,55,resign,white,15+15,urges,1227,rodrigowski19,1253,e4 c5 f4 e6 Nf3 Bd6 d4 Qc7 e5 Be7 Bc4 d5 exd6 Bxd6 O-O Bxf4 Bxf4 Qxf4 Ne5 Qxd4+ Qxd4 cxd4 Nxf7 Nh6 Nxh8 Bd7 Nd2 b5 Bd3 g6 Ne4 Ke7 Ng5 Nc6 Ngf7 Nf5 Bxf5 gxf5 Nh6 Rxh8 Rae1 Kd6 Nf7+ Kc5 Nxh8 Nb4 Nf7 Nxc2 Rc1 d3 Ne5 Be8 Nxd3+ Kd5 Rxc2,B21,Sicilian Defense: McDonnell Attack,3
sN9ungLV,True,1504443963729.0,1504444698932.0,47,resign,white,10+0,bbsd,1755,eraldii,1903,e4 c5 f4 e5 Nf3 d6 fxe5 dxe5 Bc4 Nc6 Nc3 Be7 d3 h6 O-O Nf6 Be3 O-O Qd2 Bg4 h3 Bxf3 Rxf3 Nd4 Rf2 Kh7 Raf1 Qd7 Bxh6 gxh6 Rxf6 Bxf6 Rxf6 Ne6 Qxh6+ Kg8 Nd5 Ng7 Ne7+ Qxe7 Rg6 Qf6 Rxf6 Ne6 Bxe6 fxe6 Qg5+,C30,King's Gambit Declined |  Mafia Defense,4
EbDAC4Vx,True,1503680000000.0,1503680000000.0,68,resign,black,5+10,vchess4,1870,mate96,1989,Nf3 Nf6 Nc3 d5 d4 Bf5 h3 e6 a3 c5 e3 a6 Nh4 Nbd7 g4 Be4 f3 Bg6 Nxg6 hxg6 h4 Bd6 f4 Qc7 Qf3 b5 dxc5 Nxc5 Bd2 Nce4 Nxe4 Nxe4 Bd3 f5 gxf5 gxf5 Rg1 Rxh4 O-O-O O-O-O Bxe4 dxe4 Qg3 Rg4 Qe1 Rxg1 Qxg1 Kb8 Qe1 Rc8 Bc3 Ka8 Qd2 Bxa3 Be5 Qc5 bxa3 Qxa3+ Bb2 Qc5 Qg2 b4 Kb1 a5 Qxg7 Qxc2+ Ka2 Qa4+,A04,Reti Opening #2,2
sd7oPNum,True,1502550000000.0,1502550000000.0,6,outoftime,black,10+2,mejjes,1217,nadanadora,1611,e4 e5 Nf3 Nc6 Nc3 Nf6,C46,Four Knights Game,6
XKANTqYN,True,1498668035993.0,1498668698094.0,133,mate,white,10+0,rakesh6,1762,lordofking,2220,e4 c5 Nc3 a6 Nf3 b5 a3 Bb7 a4 b4 Na2 Nc6 d4 e6 e5 cxd4 Nxd4 Qb6 Nxc6 Bxc6 c3 b3 Nb4 Bxb4 cxb4 Qxb4+ Bd2 Qe4+ Be3 Qxe5 Qxb3 Nf6 Be2 O-O O-O d5 Qc2 Rac8 Bxa6 Rc7 Bb6 Rcc8 Bxc8 Rxc8 Rac1 Ng4 g3 Qh5 h4 g5 f3 Ne5 Qg2 gxh4 gxh4+ Kh8 Bd4 Rg8 Bxe5+ Qxe5 Qxg8+ Kxg8 Rxc6 Qg3+ Kh1 Qxh4+ Kg2 Qg5+ Kh1 Qh6+ Kg2 Qg7+ Kh1 Qxb2 Rcc1 d4 a5 d3 a6 Qb8 Ra1 Qa8 a7 Kg7 Rg1+ Kf6 Rg8 Qxf3+ Kh2 d2 a8=Q Qxa8 Rgxa8 d1=Q Rxd1 Kg6 Ra7 h6 Rf1 f6 Ra6 Kf7 Re1 e5 Rf1 e4 Raxf6+ Kg7 Re6 h5 Rxe4 Kg6 Re5 Kh6 Rff5 Kg7 Rxh5 Kg6 Rhg5+ Kf6 Ra5 Ke6 Rgb5 Kd6 Ra6+ Kc7 Rh5 Kb7 Rg6 Kc7 Rh7+ Kd8 Rg8#,B28,Sicilian Defense: O'Kelly Variation |  Yerevan System,5
NaZOjwJY,True,1396088682004.0,1396089391684.0,81,resign,white,15+60,great-mate-super-gre,1782,fazkaz,1325,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 a6 Ng5 d5 exd5 h6 Nxf7 Kxf7 dxc6+ Ke8 cxb7 Bxb7 O-O Ng4 Qxg4 Bc8 Qh5+ Kd7 Qf7+ Qe7 Qd5+ Qd6 Qxa8 Be7 Qd5 Qxd5 Bxd5 c6 Bf3 Rf8 Bg4+ Kd8 Bxc8 Kxc8 Rfe1 Bc5 Rxe5 Bxf2+ Kh1 Bh4 g3 Rf1+ Kg2 Bf6 Re8+ Kd7 Kxf1 Kxe8 d3 g5 Be3 h5 Re1 Kf7 h4 gxh4 gxh4 Bxh4 Re2 Bf6 Rf2 h4 Bg5 Kg6 Bxf6 h3 Kg1 a5 Kh2 Kh5 Rf5+ Kg4 Rg5+ Kf4 Kxh3,C46,Four Knights Game: Italian Variation,7
fkKZ6Be1,True,1504113397039.0,1504113581779.0,27,resign,white,10+0,bosspotato,2270,gaklec,1968,d4 e5 dxe5 Nc6 Nf3 Qe7 Nc3 Nxe5 Nd5 Nxf3+ gxf3 Qd6 Bf4 Qc6 Nxc7+ Kd8 Nxa8 Bb4+ c3 Ba5 Qd4 Nf6 b4 Bb6 Nxb6 axb6 Bg2,A40,Englund Gambit Complex: Englund Gambit,6
zHJlOL2L,False,1504114153014.0,1504114812948.0,30,resign,black,15+2,dfdghgh,1528,jayesh1g,1500,d4 d5 Bf4 Bf5 e3 e6 Nf3 Nc6 Bb5 Qd7 Ne5 Qe7 Nxc6 bxc6 Bxc6+ Kd8 Bxa8 Qb4+ Nd2 Qxb2 Qc1 Qc3 O-O Ba3 Qd1 Bxc2 Qe2 Bd3 Qf3 Bxf1,D00,Queen's Pawn Game: Mason Attack,3
bQqGxopf,True,1490710000000.0,1490710000000.0,53,resign,white,10+0,rascasserouge,1283,ethan_3f,1422,e4 d5 Nc3 d4 Nce2 c5 Nf4 e5 Nd5 Be6 Bc4 Nf6 Nf3 Nxe4 Bb5+ Nc6 d3 Bxd5 dxe4 Bxe4 O-O Be7 h3 O-O c3 Na5 Nxe5 Qc7 Bf4 f6 Nd3 Bd6 g3 a6 Ba4 Nc4 Rb1 b5 Bb3 Bxd3 Bxd6 Qxd6 Qxd3 Qd5 a4 bxa4 Bxc4 Qxc4 Qxc4+ Kh8 cxd4 Rae8 Qxa4,B01,Scandinavian Defense,2
k1TrqK3S,True,1502360000000.0,1502360000000.0,62,resign,black,10+0,oggy04,1985,ramchander,1921,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Be7 Bc4 O-O O-O c6 Bd3 Bg4 f3 Bd7 Bf4 b5 a3 a6 Nf5 Bxf5 exf5 Nbd7 Re1 Nc5 Ne4 Nfxe4 Bxe4 d5 Bd3 Bf6 Be5 Bxe5 Rxe5 Qf6 Qe2 Rfd8 Re1 Kf8 Qf2 Nd7 R5e2 Re8 c3 Rxe2 Rxe2 Re8 Rxe8+ Kxe8 Qa7 Ne5 Bb1 Qe7 Qa8+ Qd8 Qxa6 d4 c4 d3,C41,Philidor Defense: Exchange Variation,8
WLsc1idb,True,1504120090977.0,1504121219853.0,80,outoftime,black,10+0,antonchess29,1241,nur0c,1280,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 Nf6 f3 e5 Bg5 Be7 Bh4 d5 Bb5 O-O Nd2 dxe4 f4 exf4 Nxe4 Nxe4 Qxd8 Bxd8 Bxd8 Rxd8 Bd3 f5 Nf3 Re8 O-O Ne5 Nxe5 Rxe5 Rxf4 Ng5 h4 Nf7 Bc4 h6 Rd1 Kf8 c3 g5 hxg5 hxg5 Rf2 f4 Rfd2 Bg4 Rf1 Rc8 b3 b5 Bxf7 Kxf7 c4 bxc4 bxc4 Rxc4 Rb2 Kf6 g3 Kg6 gxf4 Rxf4 Rxf4 gxf4 Kf2 Kf5 a4 a6 a5 Rxa5 Re2 Bxe2 Kxe2 Rc5 Kf3 a5,B21,Sicilian Defense: Smith-Morra Gambit #2,3
